SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_10702	ZINC27645180	NFKB1|TNF	10uM	ASC	24h	1
LINCSCP_1986	ZINC27645180	NFKB1|TNF	10uM	A375	6h	1
LINCSCP_20072	ZINC27645180	NFKB1|TNF	10uM	HCC515	6h	1
LINCSCP_31865	ZINC27645180	NFKB1|TNF	10uM	MCF7	24h	0
LINCSCP_42122	ZINC27645180	NFKB1|TNF	10uM	NPC	24h	1
LINCSCP_46213	ZINC27645180	NFKB1|TNF	10uM	PC3	24h	0
LINCSCP_46317	ZINC27645180	NFKB1|TNF	10uM	PC3	6h	1
LINCSCP_49836	ZINC27645180	NFKB1|TNF	10uM	PHH	24h	1
LINCSCP_58329	ZINC27645180	NFKB1|TNF	10uM	VCAP	24h	0
LINCSCP_5934	ZINC27645180	NFKB1|TNF	10uM	A549	24h	0
LINCSCP_6022	ZINC27645180	NFKB1|TNF	10uM	A549	6h	1
